日期,设备ID,理论产能(瓶),实际产能(瓶),产能利用率,运行效率,综合效率(OEE),故障次数,总故障时长(小时),备注
2025/6/8,PACKAGER_B_04,576000,114953,0.2,0.938,0.155,0,0,
2025/6/8,PACKAGER_B_05,576000,114953,0.2,0.938,0.155,0,0,
2025/6/8,PACKAGER_B_06,576000,114953,0.2,0.938,0.155,0,0,
2025/6/8,FILLER_01,537600,109573,0.204,0.0,0.0,0,0,
2025/6/8,FILLER_02,537600,109573,0.204,0.938,0.187,0,0,
2025/6/8,FILLER_03,537600,109573,0.204,0.938,0.187,0,0,
2025/6/8,FILLER_04,537600,109573,0.204,0.938,0.187,0,0,
2025/6/8,FILLER_05,537600,109573,0.204,0.938,0.187,0,0,
2025/6/8,FILLER_06,537600,109573,0.204,0.938,0.187,0,0,
2025/6/8,FILLER_07,537600,109573,0.204,0.938,0.187,0,0,
2025/6/8,FILLER_08,537600,109573,0.204,0.938,0.187,0,0,
2025/6/8,FILLER_09,537600,109573,0.204,0.938,0.187,0,0,
2025/6/8,FILLER_10,537600,109573,0.204,0.938,0.187,0,0,
2025/6/8,FILLER_11,537600,109573,0.204,0.938,0.187,0,0,
2025/6/8,STERILIZER_01,556800,602038,1.0,0.938,0.919,0,0,
2025/6/8,STERILIZER_02,556800,602038,1.0,0.938,0.919,0,0,
2025/6/9,PACKAGER_A_01,576000,171092,0.297,0.938,0.231,0,0,
2025/6/9,PACKAGER_A_02,576000,171092,0.297,0.0,0.0,0,0,
2025/6/9,PACKAGER_A_03,576000,171092,0.297,0.938,0.231,0,0,
2025/6/9,PACKAGER_A_04,576000,171092,0.297,0.938,0.231,0,0,
2025/6/9,PACKAGER_A_05,576000,171092,0.297,0.938,0.231,0,0,
2025/6/9,PACKAGER_A_06,576000,171092,0.297,0.938,0.231,0,0,
2025/6/9,PACKAGER_B_01,576000,171092,0.297,0.938,0.231,0,0,
2025/6/9,PACKAGER_B_02,576000,171092,0.297,0.938,0.231,0,0,
2025/6/9,PACKAGER_B_03,576000,171092,0.297,0.938,0.231,0,0,
2025/6/9,PACKAGER_B_04,576000,171092,0.297,0.938,0.231,0,0,
2025/6/9,PACKAGER_B_05,576000,171092,0.297,0.938,0.231,0,0,
2025/6/9,PACKAGER_B_06,576000,171092,0.297,0.938,0.231,0,0,
2025/6/9,FILLER_01,537600,253319,0.471,0.0,0.0,0,0,
2025/6/9,FILLER_02,537600,253319,0.471,0.938,0.433,0,0,
2025/6/9,FILLER_03,537600,253319,0.471,0.938,0.433,0,0,
2025/6/9,FILLER_04,537600,253319,0.471,0.938,0.433,0,0,
2025/6/9,FILLER_05,537600,253319,0.471,0.938,0.433,0,0,
2025/6/9,FILLER_06,537600,253319,0.471,0.938,0.433,0,0,
2025/6/9,FILLER_07,537600,253319,0.471,0.938,0.433,0,0,
2025/6/9,FILLER_08,537600,253319,0.471,0.938,0.433,0,0,
2025/6/9,FILLER_09,537600,253319,0.471,0.938,0.433,0,0,
2025/6/9,FILLER_10,537600,253319,0.471,0.0,0.0,0,0,
2025/6/9,FILLER_11,537600,253319,0.471,0.938,0.433,0,0,
2025/6/9,STERILIZER_01,556800,1391534,1.0,0.938,0.919,0,0,
2025/6/9,STERILIZER_02,556800,1391534,1.0,0.938,0.919,0,0,
2025/7/1,PACKAGER_A_01,576000,225131,0.391,0.938,0.304,0,0,
2025/7/1,PACKAGER_A_02,576000,225131,0.391,0.938,0.304,0,0,
2025/7/1,PACKAGER_A_03,576000,225131,0.391,0.938,0.304,0,0,
2025/7/1,PACKAGER_A_04,576000,225131,0.391,0.938,0.304,0,0,
2025/7/1,PACKAGER_A_05,576000,225131,0.391,0.938,0.304,0,0,
2025/7/1,PACKAGER_A_06,576000,225131,0.391,0.0,0.0,0,0,
2025/7/1,PACKAGER_B_01,576000,225131,0.391,0.938,0.304,0,0,
2025/7/1,PACKAGER_B_02,576000,225131,0.391,0.0,0.0,0,0,
2025/7/1,PACKAGER_B_03,576000,225131,0.391,0.938,0.304,0,0,
2025/7/1,PACKAGER_B_04,576000,225131,0.391,0.938,0.304,0,0,
2025/7/1,PACKAGER_B_05,576000,225131,0.391,0.938,0.304,0,0,
2025/7/1,PACKAGER_B_06,576000,225131,0.391,0.938,0.304,0,0,
2025/7/1,FILLER_01,537600,255922,0.476,0.0,0.0,0,0,
2025/7/1,FILLER_02,537600,255922,0.476,0.0,0.0,0,0,
2025/7/1,FILLER_03,537600,255922,0.476,0.938,0.437,0,0,
2025/7/1,FILLER_04,537600,255922,0.476,0.938,0.437,0,0,
2025/7/1,FILLER_05,537600,255922,0.476,0.938,0.437,0,0,
2025/7/1,FILLER_06,537600,255922,0.476,0.938,0.437,0,0,
2025/7/1,FILLER_07,537600,255922,0.476,0.938,0.437,0,0,
2025/7/1,FILLER_08,537600,255922,0.476,0.938,0.437,0,0,
2025/7/1,FILLER_09,537600,255922,0.476,0.938,0.437,0,0,
2025/7/1,FILLER_10,537600,255922,0.476,0.938,0.437,0,0,
2025/7/1,FILLER_11,537600,255922,0.476,0.938,0.437,0,0,
2025/7/1,STERILIZER_01,556800,1404379,1.0,0.938,0.919,0,0,
2025/7/1,STERILIZER_02,556800,1404379,1.0,0.938,0.919,0,0,
2025/7/10,PACKAGER_A_01,576000,367950,0.639,0.938,0.497,0,0,
2025/7/10,PACKAGER_A_02,576000,367950,0.639,0.938,0.497,0,0,
2025/7/10,PACKAGER_A_03,576000,367950,0.639,0.938,0.497,0,0,
2025/7/10,PACKAGER_A_04,576000,367950,0.639,0.938,0.497,0,0,
2025/7/10,PACKAGER_A_05,576000,367950,0.639,0.938,0.497,0,0,
2025/7/10,PACKAGER_A_06,576000,367950,0.639,0.938,0.497,0,0,
2025/7/10,PACKAGER_B_01,576000,367950,0.639,0.938,0.497,0,0,
2025/7/10,PACKAGER_B_02,576000,367950,0.639,0.938,0.497,0,0,
2025/7/10,PACKAGER_B_03,576000,367950,0.639,0.938,0.497,0,0,
2025/7/10,PACKAGER_B_04,576000,367950,0.639,0.938,0.497,0,0,
2025/7/10,PACKAGER_B_05,576000,367950,0.639,0.938,0.497,0,0,
2025/7/10,PACKAGER_B_06,576000,367950,0.639,0.938,0.497,0,0,
2025/7/10,FILLER_01,537600,440359,0.819,0.938,0.753,0,0,
2025/7/10,FILLER_02,537600,440359,0.819,0.938,0.753,0,0,
2025/7/10,FILLER_03,537600,440359,0.819,0.938,0.753,0,0,
2025/7/10,FILLER_04,537600,440359,0.819,0.938,0.753,0,0,
2025/7/10,FILLER_05,537600,440359,0.819,0.938,0.753,0,0,
2025/7/10,FILLER_06,537600,440359,0.819,0.938,0.753,0,0,
2025/7/10,FILLER_07,537600,440359,0.819,0.938,0.753,0,0,
2025/7/10,FILLER_08,537600,440359,0.819,0.938,0.753,0,0,
2025/7/10,FILLER_09,537600,440359,0.819,0.0,0.0,0,0,
2025/7/10,FILLER_10,537600,440359,0.819,0.938,0.753,0,0,
2025/7/10,FILLER_11,537600,440359,0.819,0.938,0.753,0,0,
2025/7/10,STERILIZER_01,556800,2416653,1.0,0.938,0.919,0,0,
2025/7/10,STERILIZER_02,556800,2416653,1.0,0.0,0.0,0,0,
2025/7/11,PACKAGER_A_01,576000,321603,0.558,0.938,0.434,0,0,
2025/7/11,PACKAGER_A_02,576000,321603,0.558,0.938,0.434,0,0,
2025/7/11,PACKAGER_A_03,576000,321603,0.558,0.938,0.434,0,0,
2025/7/11,PACKAGER_A_04,576000,321603,0.558,0.938,0.434,0,0,
2025/7/11,PACKAGER_A_05,576000,321603,0.558,0.938,0.434,0,0,
2025/7/11,PACKAGER_A_06,576000,321603,0.558,0.938,0.434,0,0,
2025/7/11,PACKAGER_B_01,576000,321603,0.558,0.938,0.434,0,0,
2025/7/11,PACKAGER_B_02,576000,321603,0.558,0.938,0.434,0,0,
2025/7/11,PACKAGER_B_03,576000,321603,0.558,0.938,0.434,0,0,
2025/7/11,PACKAGER_B_04,576000,321603,0.558,0.938,0.434,0,0,
2025/7/11,PACKAGER_B_05,576000,321603,0.558,0.938,0.434,0,0,
2025/7/11,PACKAGER_B_06,576000,321603,0.558,0.938,0.434,0,0,
2025/7/11,FILLER_01,537600,403539,0.751,0.938,0.69,0,0,
2025/7/11,FILLER_02,537600,403539,0.751,0.938,0.69,0,0,
2025/7/11,FILLER_03,537600,403539,0.751,0.938,0.69,0,0,
2025/7/11,FILLER_04,537600,403539,0.751,0.938,0.69,0,0,
2025/7/11,FILLER_05,537600,403539,0.751,0.938,0.69,0,0,
2025/7/11,FILLER_06,537600,403539,0.751,0.938,0.69,0,0,
2025/7/11,FILLER_07,537600,403539,0.751,0.938,0.69,0,0,
2025/7/11,FILLER_08,537600,403539,0.751,0.938,0.69,0,0,
2025/7/11,FILLER_09,537600,403539,0.751,0.938,0.69,0,0,
2025/7/11,FILLER_10,537600,403539,0.751,0.938,0.69,0,0,
2025/7/11,FILLER_11,537600,403539,0.751,0.938,0.69,0,0,
2025/7/11,STERILIZER_01,556800,2214524,1.0,0.938,0.919,0,0,
2025/7/11,STERILIZER_02,556800,2214524,1.0,0.938,0.919,0,0,
2025/7/12,PACKAGER_A_01,576000,217824,0.378,0.938,0.294,0,0,
2025/7/12,PACKAGER_A_02,576000,217824,0.378,0.938,0.294,0,0,
2025/7/12,PACKAGER_A_03,576000,217824,0.378,0.938,0.294,0,0,
2025/7/12,PACKAGER_A_04,576000,217824,0.378,0.938,0.294,0,0,
2025/7/12,PACKAGER_A_05,576000,217824,0.378,0.938,0.294,0,0,
2025/7/12,PACKAGER_A_06,576000,217824,0.378,0.938,0.294,0,0,
2025/7/12,PACKAGER_B_01,576000,217824,0.378,0.938,0.294,0,0,
2025/7/12,PACKAGER_B_02,576000,217824,0.378,0.938,0.294,0,0,
2025/7/12,PACKAGER_B_03,576000,217824,0.378,0.938,0.294,0,0,
2025/7/12,PACKAGER_B_04,576000,217824,0.378,0.938,0.294,0,0,
2025/7/12,PACKAGER_B_05,576000,217824,0.378,0.938,0.294,0,0,
2025/7/12,PACKAGER_B_06,576000,217824,0.378,0.938,0.294,0,0,
2025/7/12,FILLER_01,537600,0,0.0,0.938,0.0,2,7,
2025/7/12,FILLER_02,537600,0,0.0,0.938,0.0,1,2,
2025/7/12,FILLER_03,537600,0,0.0,0.938,0.0,3,6,
2025/7/12,FILLER_04,537600,0,0.0,0.938,0.0,3,4,
2025/7/12,FILLER_05,537600,0,0.0,0.938,0.0,3,8,
2025/7/12,FILLER_06,537600,0,0.0,0.938,0.0,2,3,
2025/7/12,FILLER_07,537600,0,0.0,0.938,0.0,1,6,
2025/7/12,FILLER_08,537600,0,0.0,0.938,0.0,3,3,
2025/7/12,FILLER_09,537600,0,0.0,0.938,0.0,3,6,
2025/7/12,FILLER_10,537600,0,0.0,0.938,0.0,3,7,
2025/7/12,FILLER_11,537600,0,0.0,0.938,0.0,2,2,
2025/7/12,STERILIZER_01,556800,0,0.0,0.938,0.0,2,5,
2025/7/12,STERILIZER_02,556800,0,0.0,0.938,0.0,3,5,
2025/7/13,PACKAGER_A_01,576000,0,0.0,0.938,0.0,3,6,
2025/7/13,PACKAGER_A_02,576000,0,0.0,0.938,0.0,1,5,
2025/7/13,PACKAGER_A_03,576000,0,0.0,0.938,0.0,1,7,
2025/7/13,PACKAGER_A_04,576000,0,0.0,0.938,0.0,2,7,
2025/7/13,PACKAGER_A_05,576000,0,0.0,0.938,0.0,1,2,
2025/7/13,PACKAGER_A_06,576000,0,0.0,0.938,0.0,1,7,
2025/7/13,PACKAGER_B_01,576000,0,0.0,0.938,0.0,3,8,
2025/7/13,PACKAGER_B_02,576000,0,0.0,0.938,0.0,3,5,
2025/7/13,PACKAGER_B_03,576000,0,0.0,0.938,0.0,1,2,
2025/7/13,PACKAGER_B_04,576000,0,0.0,0.938,0.0,2,7,
2025/7/13,PACKAGER_B_05,576000,0,0.0,0.938,0.0,1,4,
2025/7/13,PACKAGER_B_06,576000,0,0.0,0.938,0.0,1,8,
2025/7/13,FILLER_01,537600,0,0.0,0.938,0.0,2,2,
2025/7/13,FILLER_02,537600,0,0.0,0.938,0.0,1,6,
2025/7/13,FILLER_03,537600,0,0.0,0.938,0.0,2,6,
2025/7/13,FILLER_04,537600,0,0.0,0.938,0.0,3,5,
2025/7/13,FILLER_05,537600,0,0.0,0.938,0.0,3,4,
2025/7/13,FILLER_06,537600,0,0.0,0.938,0.0,2,2,
2025/7/13,FILLER_07,537600,0,0.0,0.0,0.0,2,6,
2025/7/13,FILLER_08,537600,0,0.0,0.938,0.0,3,2,
2025/7/13,FILLER_09,537600,0,0.0,0.938,0.0,3,4,
2025/7/13,FILLER_10,537600,0,0.0,0.0,0.0,2,4,
2025/7/13,FILLER_11,537600,0,0.0,0.938,0.0,3,4,
2025/7/13,STERILIZER_01,556800,0,0.0,0.938,0.0,1,7,
2025/7/13,STERILIZER_02,556800,0,0.0,0.938,0.0,3,7,
2025/7/14,PACKAGER_A_01,576000,241243,0.419,0.938,0.326,0,0,
2025/7/14,PACKAGER_A_02,576000,241243,0.419,0.0,0.0,0,0,
2025/7/14,PACKAGER_A_03,576000,241243,0.419,0.938,0.326,0,0,
2025/7/14,PACKAGER_A_04,576000,241243,0.419,0.938,0.326,0,0,
2025/7/14,PACKAGER_A_05,576000,241243,0.419,0.938,0.326,0,0,
2025/7/14,PACKAGER_A_06,576000,241243,0.419,0.938,0.326,0,0,
2025/7/14,PACKAGER_B_01,576000,241243,0.419,0.938,0.326,0,0,
2025/7/14,PACKAGER_B_02,576000,241243,0.419,0.938,0.326,0,0,
2025/7/14,PACKAGER_B_03,576000,241243,0.419,0.938,0.326,0,0,
2025/7/14,PACKAGER_B_04,576000,241243,0.419,0.0,0.0,0,0,
2025/7/14,PACKAGER_B_05,576000,241243,0.419,0.938,0.326,0,0,
2025/7/14,PACKAGER_B_06,576000,241243,0.419,0.0,0.0,0,0,
2025/7/14,FILLER_01,537600,292293,0.544,0.938,0.5,0,0,
2025/7/14,FILLER_02,537600,292293,0.544,0.0,0.0,0,0,
2025/7/14,FILLER_03,537600,292293,0.544,0.938,0.5,0,0,
2025/7/14,FILLER_04,537600,292293,0.544,0.938,0.5,0,0,
2025/7/14,FILLER_05,537600,292293,0.544,0.938,0.5,0,0,
2025/7/14,FILLER_06,537600,292293,0.544,0.938,0.5,0,0,
2025/7/14,FILLER_07,537600,292293,0.544,0.938,0.5,0,0,
2025/7/14,FILLER_08,537600,292293,0.544,0.938,0.5,0,0,
2025/7/14,FILLER_09,537600,292293,0.544,0.938,0.5,0,0,
2025/7/14,FILLER_10,537600,292293,0.544,0.938,0.5,0,0,
2025/7/14,FILLER_11,537600,292293,0.544,0.0,0.0,0,0,
2025/7/14,STERILIZER_01,556800,1604001,1.0,0.938,0.919,0,0,
2025/7/14,STERILIZER_02,556800,1604001,1.0,0.938,0.919,0,0,
2025/7/15,PACKAGER_A_01,576000,233550,0.405,0.938,0.316,0,0,
2025/7/15,PACKAGER_A_02,576000,233550,0.405,0.938,0.316,0,0,
2025/7/15,PACKAGER_A_03,576000,233550,0.405,0.938,0.316,0,0,
2025/7/15,PACKAGER_A_04,576000,233550,0.405,0.938,0.316,0,0,
2025/7/15,PACKAGER_A_05,576000,233550,0.405,0.938,0.316,0,0,
2025/7/15,PACKAGER_A_06,576000,233550,0.405,0.938,0.316,0,0,
2025/7/15,PACKAGER_B_01,576000,233550,0.405,0.938,0.316,0,0,
2025/7/15,PACKAGER_B_02,576000,233550,0.405,0.938,0.316,0,0,
2025/7/15,PACKAGER_B_03,576000,233550,0.405,0.938,0.316,0,0,
2025/7/15,PACKAGER_B_04,576000,233550,0.405,0.938,0.316,0,0,
2025/7/15,PACKAGER_B_05,576000,233550,0.405,0.938,0.316,0,0,
2025/7/15,PACKAGER_B_06,576000,233550,0.405,0.938,0.316,0,0,
2025/7/15,FILLER_01,537600,366253,0.681,0.938,0.626,0,0,
2025/7/15,FILLER_02,537600,366253,0.681,0.938,0.626,0,0,
2025/7/15,FILLER_03,537600,366253,0.681,0.938,0.626,0,0,
2025/7/15,FILLER_04,537600,366253,0.681,0.938,0.626,0,0,
2025/7/15,FILLER_05,537600,366253,0.681,0.938,0.626,0,0,
2025/7/15,FILLER_06,537600,366253,0.681,0.0,0.0,0,0,
2025/7/15,FILLER_07,537600,366253,0.681,0.938,0.626,0,0,
2025/7/15,FILLER_08,537600,366253,0.681,0.938,0.626,0,0,
2025/7/15,FILLER_09,537600,366253,0.681,0.938,0.626,0,0,
2025/7/15,FILLER_10,537600,366253,0.681,0.938,0.626,0,0,
2025/7/15,FILLER_11,537600,366253,0.681,0.938,0.626,0,0,
2025/7/15,STERILIZER_01,556800,2009971,1.0,0.938,0.919,0,0,
2025/7/15,STERILIZER_02,556800,2009971,1.0,0.938,0.919,0,0,
2025/7/16,PACKAGER_A_01,576000,401982,0.698,0.938,0.543,0,0,
2025/7/16,PACKAGER_A_02,576000,401982,0.698,0.938,0.543,0,0,
2025/7/16,PACKAGER_A_03,576000,401982,0.698,0.938,0.543,0,0,
2025/7/16,PACKAGER_A_04,576000,401982,0.698,0.938,0.543,0,0,
2025/7/16,PACKAGER_A_05,576000,401982,0.698,0.938,0.543,0,0,
2025/7/16,PACKAGER_A_06,576000,401982,0.698,0.938,0.543,0,0,
2025/7/16,PACKAGER_B_01,576000,401982,0.698,0.938,0.543,0,0,
2025/7/16,PACKAGER_B_02,576000,401982,0.698,0.938,0.543,0,0,
2025/7/16,PACKAGER_B_03,576000,401982,0.698,0.938,0.543,0,0,
2025/7/16,PACKAGER_B_04,576000,401982,0.698,0.938,0.543,0,0,
2025/7/16,PACKAGER_B_05,576000,401982,0.698,0.938,0.543,0,0,
2025/7/16,PACKAGER_B_06,576000,401982,0.698,0.938,0.543,0,0,
2025/7/16,FILLER_01,537600,257974,0.48,0.938,0.441,0,0,
2025/7/16,FILLER_02,537600,257974,0.48,0.938,0.441,0,0,
2025/7/16,FILLER_03,537600,257974,0.48,0.938,0.441,0,0,
2025/7/16,FILLER_04,537600,257974,0.48,0.938,0.441,0,0,
2025/7/16,FILLER_05,537600,257974,0.48,0.938,0.441,0,0,
2025/7/16,FILLER_06,537600,257974,0.48,0.938,0.441,0,0,
2025/7/16,FILLER_07,537600,257974,0.48,0.938,0.441,0,0,
2025/7/16,FILLER_08,537600,257974,0.48,0.938,0.441,0,0,
2025/7/16,FILLER_09,537600,257974,0.48,0.938,0.441,0,0,
2025/7/16,FILLER_10,537600,257974,0.48,0.938,0.441,0,0,
2025/7/16,FILLER_11,537600,257974,0.48,0.938,0.441,0,0,
2025/7/16,STERILIZER_01,556800,1415724,1.0,0.938,0.919,0,0,
2025/7/16,STERILIZER_02,556800,1415724,1.0,0.938,0.919,0,0,
2025/7/17,PACKAGER_A_01,576000,355653,0.617,0.938,0.48,0,0,
2025/7/17,PACKAGER_A_02,576000,355653,0.617,0.938,0.48,0,0,
2025/7/17,PACKAGER_A_03,576000,355653,0.617,0.0,0.0,0,0,
2025/7/17,PACKAGER_A_04,576000,355653,0.617,0.938,0.48,0,0,
2025/7/17,PACKAGER_A_05,576000,355653,0.617,0.938,0.48,0,0,
2025/7/17,PACKAGER_A_06,576000,355653,0.617,0.938,0.48,0,0,
2025/7/17,PACKAGER_B_01,576000,355653,0.617,0.938,0.48,0,0,
2025/7/17,PACKAGER_B_02,576000,355653,0.617,0.938,0.48,0,0,
2025/7/17,PACKAGER_B_03,576000,355653,0.617,0.938,0.48,0,0,
2025/7/17,PACKAGER_B_04,576000,355653,0.617,0.938,0.48,0,0,
2025/7/17,PACKAGER_B_05,576000,355653,0.617,0.938,0.48,0,0,
2025/7/17,PACKAGER_B_06,576000,355653,0.617,0.938,0.48,0,0,
2025/7/17,FILLER_01,537600,624202,1.0,0.938,0.919,0,0,
2025/7/17,FILLER_02,537600,624202,1.0,0.938,0.919,0,0,
2025/7/17,FILLER_03,537600,624202,1.0,0.938,0.919,0,0,
2025/7/17,FILLER_04,537600,624202,1.0,0.938,0.919,0,0,
2025/7/17,FILLER_05,537600,624202,1.0,0.938,0.919,0,0,
2025/7/17,FILLER_06,537600,624202,1.0,0.938,0.919,0,0,
2025/7/17,FILLER_07,537600,624202,1.0,0.938,0.919,0,0,
2025/7/17,FILLER_08,537600,624202,1.0,0.938,0.919,0,0,
2025/7/17,FILLER_09,537600,624202,1.0,0.938,0.919,0,0,
2025/7/17,FILLER_10,537600,624202,1.0,0.938,0.919,0,0,
2025/7/17,FILLER_11,537600,624202,1.0,0.938,0.919,0,0,
2025/7/17,STERILIZER_01,556800,3425635,1.0,0.938,0.919,0,0,
2025/7/17,STERILIZER_02,556800,3425635,1.0,0.938,0.919,0,0,
2025/7/18,PACKAGER_A_01,576000,341304,0.593,0.938,0.461,0,0,
2025/7/18,PACKAGER_A_02,576000,341304,0.593,0.0,0.0,0,0,
2025/7/18,PACKAGER_A_03,576000,341304,0.593,0.938,0.461,0,0,
2025/7/18,PACKAGER_A_04,576000,341304,0.593,0.938,0.461,0,0,
2025/7/18,PACKAGER_A_05,576000,341304,0.593,0.938,0.461,0,0,
2025/7/18,PACKAGER_A_06,576000,341304,0.593,0.938,0.461,0,0,
2025/7/18,PACKAGER_B_01,576000,341304,0.593,0.938,0.461,0,0,
2025/7/18,PACKAGER_B_02,576000,341304,0.593,0.938,0.461,0,0,
2025/7/18,PACKAGER_B_03,576000,341304,0.593,0.938,0.461,0,0,
2025/7/18,PACKAGER_B_04,576000,341304,0.593,0.938,0.461,0,0,
2025/7/18,PACKAGER_B_05,576000,341304,0.593,0.938,0.461,0,0,
2025/7/18,PACKAGER_B_06,576000,341304,0.593,0.938,0.461,0,0,
2025/7/18,FILLER_01,537600,439757,0.818,0.938,0.752,0,0,
2025/7/18,FILLER_02,537600,439757,0.818,0.938,0.752,0,0,
2025/7/18,FILLER_03,537600,439757,0.818,0.938,0.752,0,0,
2025/7/18,FILLER_04,537600,439757,0.818,0.938,0.752,0,0,
2025/7/18,FILLER_05,537600,439757,0.818,0.938,0.752,0,0,
2025/7/18,FILLER_06,537600,439757,0.818,0.938,0.752,0,0,
2025/7/18,FILLER_07,537600,439757,0.818,0.938,0.752,0,0,
2025/7/18,FILLER_08,537600,439757,0.818,0.938,0.752,0,0,
2025/7/18,FILLER_09,537600,439757,0.818,0.938,0.752,0,0,
2025/7/18,FILLER_10,537600,439757,0.818,0.938,0.752,0,0,
2025/7/18,FILLER_11,537600,439757,0.818,0.938,0.752,0,0,
2025/7/18,STERILIZER_01,556800,2413474,1.0,0.938,0.919,0,0,
2025/7/18,STERILIZER_02,556800,2413474,1.0,0.938,0.919,0,0,
2025/7/19,PACKAGER_A_01,576000,67243,0.117,0.938,0.091,0,0,
2025/7/19,PACKAGER_A_02,576000,67243,0.117,0.938,0.091,0,0,
2025/7/19,PACKAGER_A_03,576000,67243,0.117,0.938,0.091,0,0,
2025/7/19,PACKAGER_A_04,576000,67243,0.117,0.938,0.091,0,0,
2025/7/19,PACKAGER_A_05,576000,67243,0.117,0.938,0.091,0,0,
2025/7/19,PACKAGER_A_06,576000,67243,0.117,0.938,0.091,0,0,
2025/7/19,PACKAGER_B_01,576000,67243,0.117,0.938,0.091,0,0,
2025/7/19,PACKAGER_B_02,576000,67243,0.117,0.938,0.091,0,0,
2025/7/19,PACKAGER_B_03,576000,67243,0.117,0.938,0.091,0,0,
2025/7/19,PACKAGER_B_04,576000,67243,0.117,0.938,0.091,0,0,
2025/7/19,PACKAGER_B_05,576000,67243,0.117,0.938,0.091,0,0,
2025/7/19,PACKAGER_B_06,576000,67243,0.117,0.938,0.091,0,0,
2025/7/19,FILLER_01,537600,0,0.0,0.938,0.0,1,4,
2025/7/19,FILLER_02,537600,0,0.0,0.938,0.0,3,4,
2025/7/19,FILLER_03,537600,0,0.0,0.938,0.0,2,2,
2025/7/19,FILLER_04,537600,0,0.0,0.938,0.0,1,6,
2025/7/19,FILLER_05,537600,0,0.0,0.938,0.0,2,8,
2025/7/19,FILLER_06,537600,0,0.0,0.938,0.0,3,5,
2025/7/19,FILLER_07,537600,0,0.0,0.938,0.0,3,6,
2025/7/19,FILLER_08,537600,0,0.0,0.938,0.0,2,4,
2025/7/19,FILLER_09,537600,0,0.0,0.0,0.0,3,8,
2025/7/19,FILLER_10,537600,0,0.0,0.938,0.0,1,4,
2025/7/19,FILLER_11,537600,0,0.0,0.938,0.0,2,5,
2025/7/19,STERILIZER_01,556800,0,0.0,0.938,0.0,1,7,
2025/7/19,STERILIZER_02,556800,0,0.0,0.938,0.0,2,6,
2025/7/2,PACKAGER_A_01,576000,233959,0.406,0.938,0.316,0,0,
2025/7/2,PACKAGER_A_02,576000,233959,0.406,0.938,0.316,0,0,
2025/7/2,PACKAGER_A_03,576000,233959,0.406,0.938,0.316,0,0,
2025/7/2,PACKAGER_A_04,576000,233959,0.406,0.938,0.316,0,0,
2025/7/2,PACKAGER_A_05,576000,233959,0.406,0.938,0.316,0,0,
2025/7/2,PACKAGER_A_06,576000,233959,0.406,0.938,0.316,0,0,
2025/7/2,PACKAGER_B_01,576000,233959,0.406,0.938,0.316,0,0,
2025/7/2,PACKAGER_B_02,576000,233959,0.406,0.938,0.316,0,0,
2025/7/2,PACKAGER_B_03,576000,233959,0.406,0.938,0.316,0,0,
2025/7/2,PACKAGER_B_04,576000,233959,0.406,0.938,0.316,0,0,
2025/7/2,PACKAGER_B_05,576000,233959,0.406,0.938,0.316,0,0,
2025/7/2,PACKAGER_B_06,576000,233959,0.406,0.938,0.316,0,0,
2025/7/2,FILLER_01,537600,255994,0.476,0.938,0.437,0,0,
2025/7/2,FILLER_02,537600,255994,0.476,0.938,0.437,0,0,
2025/7/2,FILLER_03,537600,255994,0.476,0.938,0.437,0,0,
2025/7/2,FILLER_04,537600,255994,0.476,0.938,0.437,0,0,
2025/7/2,FILLER_05,537600,255994,0.476,0.938,0.437,0,0,
2025/7/2,FILLER_06,537600,255994,0.476,0.938,0.437,0,0,
2025/7/2,FILLER_07,537600,255994,0.476,0.938,0.437,0,0,
2025/7/2,FILLER_08,537600,255994,0.476,0.938,0.437,0,0,
2025/7/2,FILLER_09,537600,255994,0.476,0.938,0.437,0,0,
2025/7/2,FILLER_10,537600,255994,0.476,0.938,0.437,0,0,
2025/7/2,FILLER_11,537600,255994,0.476,0.938,0.437,0,0,
2025/7/2,STERILIZER_01,556800,1404733,1.0,0.938,0.919,0,0,
2025/7/2,STERILIZER_02,556800,1404733,1.0,0.938,0.919,0,0,
2025/7/20,PACKAGER_A_01,576000,0,0.0,0.938,0.0,1,2,
2025/7/20,PACKAGER_A_02,576000,0,0.0,0.938,0.0,3,3,
2025/7/20,PACKAGER_A_03,576000,0,0.0,0.938,0.0,3,8,
2025/7/20,PACKAGER_A_04,576000,0,0.0,0.938,0.0,3,4,
2025/7/20,PACKAGER_A_05,576000,0,0.0,0.938,0.0,1,2,
2025/7/20,PACKAGER_A_06,576000,0,0.0,0.938,0.0,1,7,
2025/7/20,PACKAGER_B_01,576000,0,0.0,0.938,0.0,1,8,
2025/7/20,PACKAGER_B_02,576000,0,0.0,0.938,0.0,3,4,
2025/7/20,PACKAGER_B_03,576000,0,0.0,0.938,0.0,3,6,
2025/7/20,PACKAGER_B_04,576000,0,0.0,0.938,0.0,3,8,
2025/7/20,PACKAGER_B_05,576000,0,0.0,0.938,0.0,1,2,
2025/7/20,PACKAGER_B_06,576000,0,0.0,0.938,0.0,2,2,
2025/7/20,FILLER_01,537600,0,0.0,0.938,0.0,2,5,
2025/7/20,FILLER_02,537600,0,0.0,0.938,0.0,2,3,
2025/7/20,FILLER_03,537600,0,0.0,0.938,0.0,3,4,
2025/7/20,FILLER_04,537600,0,0.0,0.938,0.0,2,8,
